Player,Team,#,Nation,Position,Age,Minutes,Goals,Assists,Penalty Shoot on Goal,Penalty Shoot,Total Shoot,Shoot on Target,Yellow Cards,Red Cards,Touches,Dribbles,Tackles,Blocks,Expected Goals (xG),Non-Penalty xG (npxG),Expected Assists (xAG),Shot-Creating Actions,Goal-Creating Actions,Passes Completed,Passes Attempted,Pass Completion %,Progressive Passes,Carries,Progressive Carries,Dribble Attempts,Successful Dribbles,Date
Giuliano Simeone,Atlético Madrid,22,ARG,RM,21,61,0,1,0,0,0,0,0,0,38,1,0,0,0,0,0.3,1,1,31,32,"96,9",0,24,2,2,0,10/11/2024
Ángel Correa,Atlético Madrid,10,ARG,FW,29,29,0,0,0,0,0,0,1,0,10,1,1,0,0,0,0.1,1,0,5,6,"83,3",1,7,0,1,0,10/11/2024
Reinildo Mandava,Atlético Madrid,23,MOZ,LB,30,90,0,0,0,0,0,0,1,0,80,4,2,0,0,0,0,1,0,61,68,"89,7",2,52,1,0,0,10/11/2024
Clément Lenglet,Atlético Madrid,15,FRA,CB,29,62,0,0,0,0,0,0,1,0,39,1,2,1,0,0,0,0,0,30,33,"90,9",0,28,0,0,0,10/11/2024
Axel Witsel,Atlético Madrid,20,BEL,CB,35,28,0,0,0,0,0,0,0,0,21,1,0,1,0,0,0,0,0,15,15,"100,0",1,10,0,0,0,10/11/2024
José María Giménez,Atlético Madrid,2,URU,CB,29,90,0,0,0,0,0,0,0,0,51,0,2,2,0,0,0,0,0,41,42,"97,6",3,37,0,0,0,10/11/2024
Nahuel Molina,Atlético Madrid,16,ARG,RB,26,90,0,0,0,0,0,0,0,0,80,3,0,0,0,0,0,1,0,52,68,"76,5",2,54,5,2,1,10/11/2024
Jan Oblak,Atlético Madrid,13,SVN,GK,31,90,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,1,1,19,22,"86,4",0,14,0,0,0,10/11/2024
Álex Berenguer,Athletic Club,7,ESP,"FW,AM",29,63,0,0,0,0,2,0,0,0,27,0,0,0,0.1,0.1,0.4,6,0,16,19,"84,2",5,12,0,0,0,10/11/2024
Gorka Guruzeta,Athletic Club,12,ESP,FW,28,27,1,0,0,0,2,1,0,0,10,0,0,1,0.5,0.5,0,0,0,6,7,"85,7",0,5,0,0,0,10/11/2024
Nico Williams,Athletic Club,10,ESP,"LW,AM",22,90,0,0,0,0,3,0,0,0,65,0,0,0,0.4,0.4,0,5,0,33,48,"68,8",3,48,10,8,4,10/11/2024
Nicolás Serrano,Athletic Club,22,ESP,RW,21,79,0,0,0,0,2,0,0,0,38,0,0,3,0.1,0.1,0,1,0,17,27,"63,0",2,18,0,7,3,10/11/2024
Javi Martón,Athletic Club,19,ESP,AM,25,11,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,1,"100,0",0,2,0,0,0,10/11/2024
Unai Gómez,Athletic Club,20,ESP,AM,21,45,0,0,0,0,1,0,0,0,13,0,0,1,0,0,0,0,0,5,10,"50,0",2,6,1,0,0,10/11/2024
Álvaro djaló,Athletic Club,11,ESP,"FW,LW,RW",25,45,0,0,0,0,4,0,0,0,23,0,0,0,0.2,0.2,0,2,1,5,9,"55,6",0,16,2,6,2,10/11/2024
Beñat Prados,Athletic Club,24,ESP,DM,23,45,0,0,0,0,1,0,1,0,45,1,0,2,0,0,0,1,0,33,40,"82,5",6,25,0,2,1,10/11/2024
Mikel Vesga,Athletic Club,6,ESP,DM,31,45,0,0,0,0,0,0,1,0,51,1,0,1,0,0,0.1,4,0,46,49,"93,9",4,29,0,0,0,10/11/2024
Mikel Jauregizar,Athletic Club,23,ESP,DM,20,45,0,0,0,0,0,0,1,0,37,0,0,0,0,0,0,2,0,27,36,"75,0",4,18,2,0,0,10/11/2024
Iñigo Ruiz de Galarreta,Athletic Club,16,ESP,DM,31,45,0,1,0,0,0,0,0,0,54,2,0,0,0,0,0.2,2,1,47,52,"90,4",10,38,1,2,2,10/11/2024
Adama Boiro,Athletic Club,32,ESP,LB,22,90,0,0,0,0,1,0,0,0,65,1,0,1,0,0,0,1,0,50,54,"92,6",6,34,2,3,1,10/11/2024
Aitor Paredes,Athletic Club,4,ESP,CB,24,90,0,0,0,0,0,0,0,0,86,0,1,0,0,0,0,2,0,77,82,"93,9",10,53,1,0,0,10/11/2024
Yeray Álvarez,Athletic Club,5,ESP,CB,29,90,0,0,0,0,1,0,0,0,74,0,4,1,0,0,0,1,0,55,65,"84,6",10,44,1,0,0,10/11/2024
Óscar de Marcos,Athletic Club,18,ESP,RB,35,90,0,0,0,0,0,0,0,0,81,1,0,0,0,0,0.5,5,0,68,78,"87,2",9,43,5,0,0,10/11/2024
Julen Agirrezabala,Athletic Club,13,ESP,GK,23,90,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,1,0,24,30,"80,0",0,21,0,0,0,10/11/2024
Mikel Oyarzabal,Real Sociedad,10,ESP,FW,27,61,0,0,0,0,3,1,0,0,17,1,0,0,1,1,0,1,0,8,12,"66,7",1,9,1,0,0,10/11/2024
Orri Steinn Óskarsson,Real Sociedad,9,ISL,FW,20,29,0,0,0,0,1,0,0,0,12,1,0,1,0,0,0,0,0,2,6,"33,3",0,4,1,0,0,10/11/2024
Sheraldo Becker,Real Sociedad,11,SUR,LM,29,60,1,0,0,0,3,2,0,0,19,1,0,1,0.4,0.4,0.6,2,0,7,12,"58,3",0,9,2,0,0,10/11/2024
Ander Barrenetxea,Real Sociedad,7,ESP,LM,22,30,0,0,0,0,1,0,0,0,16,2,0,0,0.1,0.1,0,2,0,6,8,"75,0",2,10,1,1,1,10/11/2024
Brais Méndez,Real Sociedad,23,ESP,CM,27,90,0,0,0,0,2,1,1,0,46,1,0,1,0.2,0.2,0.1,3,0,25,37,"67,6",8,21,0,2,0,10/11/2024
Luka Sučić,Real Sociedad,24,CRO,CM,22,60,0,1,0,0,1,0,0,0,30,1,1,3,0,0,0.2,2,1,17,22,"77,3",2,13,0,1,0,10/11/2024
Sergio Gómez,Real Sociedad,17,ESP,CM,24,30,0,0,0,0,0,0,0,0,15,2,0,0,0,0,0,1,0,6,9,"66,7",0,6,0,1,0,10/11/2024
Takefusa Kubo,Real Sociedad,14,JPN,RM,23,90,0,0,0,0,2,1,0,0,36,2,0,2,0.1,0.1,0.4,7,0,17,24,"70,8",2,21,5,2,2,10/11/2024
Martín Zubimendi,Real Sociedad,4,ESP,DM,25,90,0,0,0,0,0,0,0,0,37,4,0,0,0,0,0,0,0,17,21,"81,0",2,13,0,0,0,10/11/2024
Aihen Muñoz,Real Sociedad,3,ESP,LB,27,83,0,0,0,0,0,0,0,0,33,0,2,0,0,0,0,0,0,16,28,"57,1",0,18,2,2,1,10/11/2024
Javi López,Real Sociedad,12,ESP,LB,22,7,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,10/11/2024
Nayef Aguerd,Real Sociedad,21,MAR,CB,28,90,0,0,0,0,0,0,0,0,34,1,2,2,0,0,0.1,1,0,20,23,"87,0",1,12,0,0,0,10/11/2024
Igor Zubeldia,Real Sociedad,5,ESP,CB,27,90,0,0,0,0,1,1,1,0,43,3,3,3,0.1,0.1,0,1,1,19,25,"76,0",1,15,0,0,0,10/11/2024
Jon Aramburu,Real Sociedad,27,VEN,RB,22,60,0,0,0,0,0,0,1,0,41,0,4,0,0,0,0.2,2,0,25,36,"69,4",2,21,0,0,0,10/11/2024
Aritz Elustondo,Real Sociedad,6,ESP,RB,30,30,0,0,0,0,0,0,0,0,17,0,1,0,0,0,0.1,1,0,4,7,"57,1",1,1,0,0,0,10/11/2024
Álex Remiro,Real Sociedad,1,ESP,GK,29,90,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,17,31,"54,8",0,19,0,0,0,10/11/2024
Robert Lewandowski,Barcelona,9,POL,FW,36,90,0,0,0,0,0,0,0,0,27,0,0,1,0,0,0,0,0,13,16,"81,3",3,17,0,3,2,10/11/2024
Raphinha,Barcelona,11,BRA,LW,27,90,0,0,0,0,1,0,0,0,55,0,0,1,0,0,0.1,5,0,28,46,"60,9",5,29,3,3,2,10/11/2024
Fermin López,Barcelona,16,ESP,RW,21,68,0,0,0,0,2,0,0,0,31,1,0,0,0.2,0.2,0,0,0,19,23,"82,6",2,19,2,1,0,10/11/2024
Ansu Fati,Barcelona,10,ESP,RW,22,22,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,7,8,"87,5",0,10,2,1,1,10/11/2024
Pedri,Barcelona,8,ESP,"AM,DM",21,89,0,0,0,0,1,0,0,0,68,0,0,1,0,0,0.1,3,0,48,63,"76,2",5,50,6,1,1,10/11/2024
Pau Victor Delgado,Barcelona,18,ESP,DM,22,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,"0,0",0,2,0,0,0,10/11/2024
Frenkie de Jong,Barcelona,21,NED,DM,27,45,0,0,0,0,1,0,0,0,35,0,0,1,0,0,0,1,0,26,30,"86,7",2,22,4,2,1,10/11/2024
Dani Olmo,Barcelona,20,ESP,"AM,DM",26,45,0,0,0,0,2,0,0,0,24,0,1,0,0.1,0.1,0,2,0,14,18,"77,8",2,19,1,2,2,10/11/2024
Marc Casado,Barcelona,17,ESP,"DM,RB",21,90,0,0,0,0,1,0,0,0,83,2,0,1,0,0,0,4,0,63,76,"82,9",8,49,0,0,0,10/11/2024
Alejandro Balde,Barcelona,3,ESP,LB,21,90,0,0,0,0,0,0,0,0,85,2,1,1,0,0,0.1,1,0,56,71,"78,9",2,55,6,8,5,10/11/2024
Iñigo Martínez,Barcelona,5,ESP,CB,33,90,0,0,0,0,1,0,1,0,115,2,0,1,0,0,0.1,2,0,93,109,"85,3",3,79,2,0,0,10/11/2024
Pau Cubarsí,Barcelona,2,ESP,CB,17,90,0,0,0,0,2,0,0,0,94,2,2,1,0.2,0.2,0,1,0,78,85,"91,8",9,68,0,0,0,10/11/2024
Jules Koundé,Barcelona,23,FRA,RB,25,83,0,0,0,0,0,0,0,0,50,2,1,0,0,0,0,1,0,30,40,"75,0",2,24,3,1,0,10/11/2024
Gavi,Barcelona,6,ESP,DM,20,7,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,11,13,"84,6",2,8,0,0,0,10/11/2024
Iñaki Peña,Barcelona,13,ESP,GK,25,90,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,67,75,"89,3",0,57,0,0,0,10/11/2024
Hugo Duro,Valencia,9,ESP,FW,25,73,2,1,0,0,3,2,0,0,27,0,0,0,0.8,0.8,0.4,3,2,14,18,"77,8",1,16,1,2,1,23/11/2024
Dani Gómez,Valencia,17,ESP,FW,26,17,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,2,"100,0",0,2,0,0,0,23/11/2024
Diego López,Valencia,16,ESP,LM,22,73,1,0,0,0,3,1,0,0,34,0,0,1,0.2,0.2,0,0,0,20,27,"74,1",4,20,5,2,1,23/11/2024
Germán Valera,Valencia,30,ESP,LM,22,17,0,0,0,0,1,1,0,0,11,0,0,0,0.1,0.1,0,1,0,9,9,"100,0",0,8,1,0,0,23/11/2024
Javier Guerra,Valencia,8,ESP,CM,21,81,0,1,0,0,1,0,0,0,59,8,2,2,0,0,0.5,3,2,32,44,"72,7",3,24,0,2,0,23/11/2024
Domingos André Ribeiro Almeida,Valencia,10,POR,CM,24,9,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,"0,0",0,1,0,3,3,23/11/2024
Enzo Barrenechea,Valencia,5,ARG,CM,23,74,0,0,0,0,1,0,1,0,63,3,1,3,0,0,0,4,1,46,54,"85,2",1,29,1,1,0,23/11/2024
Hugo Guillamón,Valencia,6,ESP,CM,24,16,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,8,8,"100,0",0,5,0,0,0,23/11/2024
Luis Rioja,Valencia,22,ESP,RM,31,89,0,0,0,0,1,0,0,0,45,2,0,2,0,0,0.1,3,0,29,38,"76,3",4,26,3,2,0,23/11/2024
Francisco Perez,Valencia,23,ESP,RM,22,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,5,"100,0",1,5,0,0,0,23/11/2024
José Luis Gayà,Valencia,14,ESP,LB,29,90,0,0,0,0,0,0,1,0,59,4,2,0,0,0,0.2,4,1,35,45,"77,8",1,35,1,3,1,23/11/2024
Yarek Gasiorowski,Valencia,24,ESP,CB,19,90,0,0,0,0,0,0,0,0,57,5,2,0,0,0,0,0,0,36,45,"80,0",2,23,0,0,0,23/11/2024
Cristhian Mosquera,Valencia,3,ESP,CB,20,90,0,0,0,0,0,0,0,0,56,1,2,1,0,0,0,0,0,47,48,"97,9",1,33,0,1,1,23/11/2024
César Tárrega,Valencia,15,ESP,CB,22,90,1,0,0,0,1,1,1,0,53,3,1,0,0.4,0.4,0,0,0,29,39,"74,4",2,22,1,0,0,23/11/2024
Dimitri Foulquier,Valencia,20,FRA,RB,31,90,0,0,0,0,0,0,0,0,46,2,0,0,0,0,0,0,0,25,35,"71,4",2,20,0,2,0,23/11/2024
Giorgi Mamardashvili,Valencia,25,GEO,GK,24,90,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,18,35,"51,4",0,25,0,0,0,23/11/2024
Vitor Roque,Real Betis,8,BRA,FW,19,80,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,8,14,"57,1",2,8,0,1,0,23/11/2024
Assane Diao,Real Betis,38,ESP,RM,19,10,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,3,4,"75,0",0,3,1,1,1,23/11/2024
Abde Ezzalzouli,Real Betis,10,MAR,"LW,LM",22,67,0,0,0,0,2,2,0,0,40,2,0,4,0.6,0.6,0,0,0,11,21,"52,4",3,25,4,6,2,23/11/2024
Juanmi,Real Betis,7,ESP,LM,31,23,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,6,"100,0",0,4,1,0,0,23/11/2024
Aitor Ruibal,Real Betis,24,ESP,RW,28,57,0,0,0,0,0,0,0,0,26,1,1,1,0,0,0.1,2,0,11,17,"64,7",0,11,0,3,0,23/11/2024
Cédric Bakambu,Real Betis,11,COD,FW,33,33,0,1,0,0,2,0,1,0,11,0,0,1,0.4,0.4,0,1,0,4,6,"66,7",1,8,0,0,0,23/11/2024
Iker Losada,Real Betis,19,ESP,AM,23,56,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0.1,0,0,9,11,"81,8",1,8,0,0,0,23/11/2024
Ezequiel Ávila,Real Betis,9,ARG,"RM,FW",30,34,1,0,0,0,2,1,0,0,17,0,0,0,0.1,0.1,0,1,1,9,13,"69,2",1,6,0,0,0,23/11/2024
Carlos Guirao,Real Betis,34,ESP,DM,21,56,0,0,0,0,0,0,0,0,29,3,2,1,0,0,0,0,0,14,21,"66,7",0,15,1,1,1,23/11/2024
Giovani Lo Celso,Real Betis,20,ARG,CM,28,34,0,0,0,0,0,0,0,0,42,1,0,0,0,0,0.4,2,1,29,36,"80,6",6,24,0,4,0,23/11/2024
Sergi Altimira,Real Betis,16,ESP,"DM,CM",23,90,0,0,0,0,0,0,0,0,73,2,0,2,0,0,0.5,2,0,59,62,"95,2",4,46,0,1,0,23/11/2024
Romain Perraud,Real Betis,15,FRA,LB,27,90,0,0,0,0,0,0,0,0,67,1,2,1,0,0,0,1,0,50,61,"82,0",4,40,1,0,0,23/11/2024
Natan,Real Betis,6,BRA,CB,23,90,0,0,0,0,0,0,0,0,67,3,0,1,0,0,0,0,0,46,56,"82,1",2,35,0,1,0,23/11/2024
Marc Bartra,Real Betis,5,ESP,CB,33,90,0,0,0,0,1,0,0,0,71,0,1,1,0.1,0.1,0,0,0,48,61,"78,7",5,46,1,2,1,23/11/2024
Youssouf Sabaly,Real Betis,23,SEN,RB,31,90,0,0,0,0,0,0,1,0,73,2,1,1,0,0,0.1,2,0,56,62,"90,3",6,37,0,5,2,23/11/2024
Rui Silva,Real Betis,1,POR,GK,30,90,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0.1,1,0,31,38,"81,6",0,25,0,0,0,23/11/2024
Antoine Griezmann,Atlético Madrid,7,FRA,"AM,FW",33,90,1,0,1,1,1,1,0,0,60,1,0,0,0.8,0,0.5,4,0,34,54,"63,0",6,30,1,1,0,23/11/2024
Ángel Correa,Atlético Madrid,10,ARG,"FW,AM",29,58,0,0,0,0,0,0,1,0,27,0,0,0,0,0,0,1,0,14,20,"70,0",0,14,0,1,0,23/11/2024
Julián Álvarez,Atlético Madrid,19,ARG,AM,24,32,0,0,0,0,0,0,1,0,15,0,0,0,0,0,0.1,2,0,13,15,"86,7",3,12,0,0,0,23/11/2024
Samuel Lino,Atlético Madrid,12,BRA,"LM,WB",24,63,0,0,0,0,2,1,0,0,43,0,0,0,0.2,0.2,0,1,0,26,38,"68,4",3,31,6,2,2,23/11/2024
Rodrigo De Paul,Atlético Madrid,5,ARG,"CM,WB",30,27,0,1,0,0,0,0,1,0,38,0,0,1,0,0,0.2,2,1,27,38,"71,1",3,24,0,0,0,23/11/2024
Koke,Atlético Madrid,6,ESP,CM,32,69,0,0,0,0,1,1,0,0,78,0,0,1,0,0,0,2,0,62,72,"86,1",3,38,1,1,0,23/11/2024
Rodrigo Riquelme,Atlético Madrid,17,ESP,WB,24,21,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0,0,0,8,9,"88,9",0,9,1,0,0,23/11/2024
Pablo Barrios,Atlético Madrid,8,ESP,CM,21,90,0,0,0,0,0,0,0,0,76,0,0,1,0,0,0,3,1,49,65,"75,4",9,44,2,3,1,23/11/2024
Marcos Llorente,Atlético Madrid,14,ESP,RM,29,45,0,0,0,0,2,2,0,0,38,0,2,0,0,0,0,0,0,22,31,"71,0",0,25,1,0,0,23/11/2024
Giuliano Simeone,Atlético Madrid,22,ARG,WB,21,45,0,0,0,0,1,1,0,0,44,1,0,0,0,0,0,0,0,31,37,"83,8",3,20,3,1,1,23/11/2024
Javi Galán,Atlético Madrid,21,ESP,LB,30,45,0,0,0,0,0,0,0,0,34,1,0,0,0,0,0,1,0,26,28,"92,9",3,17,1,3,0,23/11/2024
Alexander Sørloth,Atlético Madrid,9,NOR,FW,28,45,1,0,0,0,2,1,0,0,12,0,0,0,0.2,0.2,0,2,1,4,6,"66,7",0,8,1,0,0,23/11/2024
Clément Lenglet,Atlético Madrid,15,FRA,CB,29,90,0,0,0,0,1,0,0,0,77,0,1,0,0.3,0.3,0,1,0,60,67,"89,6",7,49,0,0,0,23/11/2024
Axel Witsel,Atlético Madrid,20,BEL,CB,35,90,0,0,0,0,0,0,0,0,92,3,2,4,0,0,0,1,0,76,80,"95,0",7,59,1,0,0,23/11/2024
César Azpilicueta,Atlético Madrid,3,ESP,"CB,RB",35,90,0,0,0,0,0,0,0,0,95,4,1,0,0,0,0,0,0,75,87,"86,2",10,44,3,0,0,23/11/2024
Jan Oblak,Atlético Madrid,13,SVN,GK,31,90,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,16,19,"84,2",0,12,0,0,0,23/11/2024
Robert Lewandowski,Barcelona,9,POL,FW,36,88,1,0,0,0,1,1,0,0,27,0,0,1,0.4,0.4,0.2,2,0,15,19,"78,9",2,14,1,1,1,23/11/2024
Pau Victor Delgado,Barcelona,18,ESP,FW,22,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,"100,0",0,2,0,1,0,23/11/2024
Dani Olmo,Barcelona,20,ESP,LW,26,88,0,0,0,0,1,1,0,0,60,2,0,0,0,0,0.3,4,0,41,54,"75,9",8,25,2,3,1,23/11/2024
Pablo Torre,Barcelona,14,ESP,LW,21,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,"100,0",0,1,0,0,0,23/11/2024
Raphinha,Barcelona,11,BRA,RW,27,90,1,0,0,0,5,2,0,0,47,0,0,2,0.9,0.9,0,2,2,24,36,"66,7",1,33,9,4,3,23/11/2024
Gavi,Barcelona,6,ESP,AM,20,74,0,0,0,0,0,0,0,0,64,1,1,2,0,0,0,2,0,47,56,"83,9",4,33,1,5,2,23/11/2024
Frenkie de Jong,Barcelona,21,NED,AM,27,16,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,1,0,8,8,"100,0",1,7,0,1,0,23/11/2024
Marc Casado,Barcelona,17,ESP,DM,21,81,0,0,0,0,1,0,2,1,86,3,3,0,0,0,0,3,0,65,71,"91,5",6,37,0,2,0,23/11/2024
Pedri,Barcelona,8,ESP,DM,21,74,0,0,0,0,0,0,0,0,38,0,0,1,0,0,0,1,0,31,35,"88,6",4,20,2,1,1,23/11/2024
Fermin López,Barcelona,16,ESP,DM,21,16,0,0,0,0,1,0,1,0,13,0,1,0,0.3,0.3,0,0,0,7,10,"70,0",2,5,1,0,0,23/11/2024
Gerard Martín,Barcelona,35,ESP,LB,22,45,0,0,0,0,0,0,1,0,40,2,1,2,0,0,0,0,0,22,32,"68,8",0,13,0,0,0,23/11/2024
Héctor Fort,Barcelona,32,ESP,LB,18,45,0,0,0,0,0,0,1,0,41,2,3,2,0,0,0.3,1,0,23,29,"79,3",1,16,1,2,1,23/11/2024
Iñigo Martínez,Barcelona,5,ESP,CB,33,90,0,0,0,0,0,0,0,0,88,1,2,1,0,0,0,0,0,65,80,"81,3",4,49,0,0,0,23/11/2024
Pau Cubarsí,Barcelona,2,ESP,CB,17,90,0,0,0,0,0,0,0,0,77,0,2,0,0,0,0,0,0,64,69,"92,8",2,38,0,1,1,23/11/2024
Jules Koundé,Barcelona,23,FRA,RB,26,90,0,1,0,0,0,0,0,0,77,3,1,0,0,0,0.5,1,1,62,70,"88,6",7,33,1,1,1,23/11/2024
Iñaki Peña,Barcelona,13,ESP,GK,25,90,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,41,48,"85,4",0,28,0,0,0,23/11/2024
Ramón Terrats,Villarreal,20,ESP,FW,24,45,0,0,0,0,1,0,0,0,29,0,1,1,0,0,0.3,2,0,21,23,"91,3",3,15,1,1,0,24/11/2024
Gerard Moreno,Villarreal,7,ESP,FW,32,45,1,0,1,1,3,2,0,0,33,0,1,0,1,0.2,0.1,4,0,21,26,"80,8",6,22,0,4,2,24/11/2024
Thierno Barry,Villarreal,15,FRA,FW,22,90,0,0,0,0,4,1,0,0,42,0,0,2,0.5,0.5,0,0,0,13,21,"61,9",0,25,3,6,2,24/11/2024
Alex Baena,Villarreal,16,ESP,LM,23,90,1,0,0,0,1,1,1,0,72,1,3,0,0.6,0.6,0.4,7,0,38,61,"62,3",10,46,2,2,1,24/11/2024
Santi Comesaña,Villarreal,14,ESP,CM,28,71,0,0,0,0,0,0,1,0,53,2,0,2,0,0,0,1,0,37,44,"84,1",4,20,1,3,1,24/11/2024
Denis Suárez,Villarreal,6,ESP,CM,30,19,0,0,0,0,1,1,0,0,15,0,0,0,0.2,0.2,0,1,0,10,13,"76,9",1,9,0,0,0,24/11/2024
Daniel Parejo,Villarreal,10,ESP,CM,35,90,0,0,0,0,1,0,1,0,82,1,1,1,0,0,0.1,4,0,60,75,"80,0",9,43,0,1,1,24/11/2024
Yeremi Pino,Villarreal,21,ESP,RM,22,85,0,1,0,0,1,0,0,0,52,2,1,0,0,0,0.6,6,1,30,44,"68,2",5,30,3,3,2,24/11/2024
Pau Cabanes,Villarreal,33,ESP,RM,19,5,0,0,0,0,0,0,0,0,8,1,0,2,0,0,0,1,1,3,3,"100,0",0,5,1,1,0,24/11/2024
Sergi Cardona,Villarreal,23,ESP,LB,25,76,0,0,0,0,1,0,1,0,56,2,1,2,0,0,0.1,2,0,41,48,"85,4",4,27,2,1,1,24/11/2024
Juan Bernat,Villarreal,12,ESP,LB,31,14,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,6,8,"75,0",1,4,0,0,0,24/11/2024
Logan Costa,Villarreal,2,CPV,CB,23,90,0,0,0,0,3,1,0,0,54,5,0,0,0.1,0.1,0,5,1,43,46,"93,5",7,34,3,1,0,24/11/2024
Raúl Albiol,Villarreal,3,ESP,CB,39,90,0,0,0,0,0,0,1,0,59,0,0,0,0,0,0,0,0,48,58,"82,8",4,32,0,0,0,24/11/2024
Pau Navarro,Villarreal,26,ESP,RB,19,90,0,0,0,0,0,0,0,0,63,2,0,1,0,0,0,0,0,47,55,"85,5",4,34,0,3,1,24/11/2024
Diego Conde,Villarreal,13,ESP,GK,26,90,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,20,26,"76,9",0,15,0,0,0,24/11/2024
Isaac Romero,Sevilla,7,ESP,FW,24,90,0,1,0,0,2,0,0,0,30,1,0,0,0.3,0.3,0.3,5,2,15,20,"75,0",0,15,1,4,1,24/11/2024
Peque,Sevilla,14,ESP,LW,22,72,0,0,0,0,0,0,0,0,30,2,0,0,0,0,0.2,1,0,18,24,"75,0",2,12,0,0,0,24/11/2024
Jesús Navas,Sevilla,16,ESP,RW,39,18,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,7,10,"70,0",1,3,0,0,0,24/11/2024
Dodi Lukebakio,Sevilla,11,BEL,RW,27,72,0,0,0,0,3,2,0,0,34,0,0,0,0.1,0.1,0,1,0,15,22,"68,2",2,18,2,3,2,24/11/2024
Suso,Sevilla,10,ESP,LW,31,18,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,2,0,7,9,"77,8",1,8,1,2,1,24/11/2024
Djibril Sow,Sevilla,20,SUI,AM,27,79,1,0,0,0,1,1,0,0,35,0,1,0,0.3,0.3,0.1,2,0,22,25,"88,0",2,9,1,1,0,24/11/2024
Juanlu Sánchez,Sevilla,26,ESP,AM,21,11,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,1,0,7,10,"70,0",0,4,1,1,1,24/11/2024
Albert Sambi Lokonga,Sevilla,12,BEL,DM,25,90,0,0,0,0,1,0,0,0,61,0,0,0,0.1,0.1,0,1,0,52,56,"92,9",6,34,3,0,0,24/11/2024
Nemanja Gudelj,Sevilla,6,SRB,DM,33,90,0,0,0,0,1,0,0,0,65,4,0,0,0,0,0.1,1,0,35,51,"68,6",4,21,1,2,2,24/11/2024
Adrià Pedrosa,Sevilla,3,ESP,LB,26,80,0,0,0,0,0,0,0,0,56,1,0,1,0,0,0,1,0,35,47,"74,5",1,19,0,1,0,24/11/2024
Valentín Barco,Sevilla,19,ARG,LB,20,10,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,5,"40,0",0,3,1,1,1,24/11/2024
Kike Salas,Sevilla,4,ESP,CB,22,90,0,0,0,0,0,0,1,0,72,0,1,0,0,0,0,0,0,51,61,"83,6",2,29,0,0,0,24/11/2024
Loïc Bade,Sevilla,22,FRA,CB,24,90,0,0,0,0,0,0,1,0,68,1,1,3,0,0,0,0,0,48,56,"85,7",4,31,1,0,0,24/11/2024
Carmona,Sevilla,32,ESP,RB,22,90,0,0,0,0,1,0,0,0,52,2,2,0,0,0,0,2,0,30,39,"76,9",4,9,2,2,0,24/11/2024
Álvaro Fernández,Sevilla,1,ESP,GK,26,90,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,23,28,"82,1",0,13,0,0,0,24/11/2024
Kylian Mbappé,Real Madrid,9,FRA,FW,25,82,1,0,0,0,5,3,0,0,56,0,0,0,0.8,0.8,0,1,0,36,43,"83,7",6,40,8,3,2,24/11/2024
Luka Modrić,Real Madrid,10,CRO,LM,39,8,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0.1,1,0,13,15,"86,7",0,7,0,0,0,24/11/2024
Vinicius Júnior,Real Madrid,7,BRA,FW,24,90,0,1,0,0,1,0,0,0,47,0,0,0,0.1,0.1,1,9,2,23,35,"65,7",2,39,7,8,5,24/11/2024
